TF	Gene	Variance_Explained	Rank	Count	Sign
Elk3	Slc38a1	0.08102075050091001	2622.8	1	1
Lyl1_Tal2	Ddr1	0.08054978194901176	3336.3	4	0
Ankzf1	Dusp6	0.08028824721889545	2624.35	1	1
Egr1	Papss1	0.08028331994124681	2857.6	2	1
Bach1	Emb	0.0802577798840585	2622.3	1	-1
Zfp386	Tfg	0.08011995956292393	2619.85	1	-1
Elf1	Tfg	0.07991090114315456	2625.05	1	-1
Kdm2b	Slc38a1	0.07979330124134035	2621.7	1	1
Mbd6	Armcx2	0.0797325948759818	2858	2	1
Hif3a	Sh2d3c	0.07941776715965636	2624.85	1	-1
Egr3	Dhrs1	0.07939657213815213	2621.95	1	-1
Cenpb	Sh2d3c	0.07915233412383561	2857.75	2	1
Sp4	Dhrs1	0.07915114973355201	2623.9	1	-1
Arid3b	Sh2d3c	0.07914049548670174	3093.7	3	1
Klf10_Klf11	Aldh3a2	0.07912937040829013	2624.05	1	-1
Cux1	Ube2v1	0.07905326406434217	2626.05	1	1
Foxo1	Slc38a1	0.07883638715246555	2624.55	1	1
Gm6710	Plod3	0.07874346244945538	3331.05	4	1
Pbx2	Slc38a1	0.07847102395914254	2619.25	1	1
Stat2	Emb	0.07841244890702517	2621.65	1	-1
Egr2	Tfg	0.07815869187661764	3334.65	4	-1
Cc2d1a	Sh2d3c	0.07799435317552869	2625.35	1	1
Zfp703	Aldh3a2	0.07777512818109025	2621.45	1	1
Mbd3	Sh2d3c	0.07776422282895792	2622.2	1	1
Mef2d	Papss1	0.0777089377716606	2618.85	1	1
Cic	Aldh3a2	0.07763624477609701	2618.75	1	-1
Zfp296	Aldh3a2	0.0775953713187553	2621.6	1	-1
Atf5	Ddr1	0.07711212131165814	2621.05	1	1
